2021-02-03 16:58:15,b'@venkatesh13tk @narendramodi @AmitShah \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 16:57:41,b'@pardhu_leo \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-03 16:56:55,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/u4cOZatO1h'
2021-02-03 16:56:08,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/6JQMqu55j1'
2021-02-03 16:56:00,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/imAVAORoWp'
2021-02-03 13:31:39,b'Now on @CNNnews18'
2021-02-03 11:37:28,"b'You know nothing about #FarmersProtest;In any case,is it not true,you have glorified sexual violence&amp;domestic abuse\xe2\x80\xa6 https://t.co/zNkjXyYMLc'"
2021-02-03 10:22:00,b'On @CNNnews18 at 7pm\nOn @IndiaToday at 8pm'
2021-02-03 08:47:32,"b'.@narendramodi led govt believes in consensus,not confrontation,but let no one test the might of the Indian State,a\xe2\x80\xa6 https://t.co/qTfapukzEp'"
2021-02-03 08:06:58,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/Q2zB4EvcRO'
2021-02-02 19:41:40,b'@indodrive @INCIndia \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-02 18:12:48,b'@minus80_00 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-02 18:10:57,b'@JMehta65 \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-02 18:09:39,"b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8fThank you Pradeep ji!Yes,Supriya was running for cover:):) https://t.co/Fk2FcXVpN9'"
2021-02-02 17:09:12,b'@DetheEsha @Republic_Bharat @CNNnews18 @TimesNow \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2021-02-02 17:08:46,"b'@TimesNow @thenewshour 2 lakh tractors,cars&amp;bikes..'"
